"id","name","type","address","city","postcode","lat","lon","website","phone","opening_hours","price_tier","avg_rating","suggested_duration","tags","image_url","description_short","description_long","description_last_generated","review_count_at_generation"
1,"British Museum","Museum","Great Russell St","London","WC1B 3DG",51.5194,-0.127,"https://www.britishmuseum.org","+44 20 7323 8299","10:00-17:00",1,4.8,180,"History;Rainy Day;Family","https://plus.unsplash.com/premium_photo-1661925387774-b1ba6b7bb0ad?q=80&w=1161&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D","World-famous museum of human history and culture.","World-famous museum of human history and culture.","2026-04-08 08:49:47",0
128,"Fortnum & Mason","Shopping","181 Piccadilly","London","W1A 1ER",51.5083,-0.1384,"https://www.fortnumandmason.com","+44 20 7734 8040","10:00-20:00",4,4.6,60,"Tea;Gifts;Royal","","","","",0
129,"Twist Museum","Museum","248 Oxford Street","London","W1C 1NY",51.5143,-0.15,"https://twistmuseum.com","","10:00-20:00",3,4.5,60,"Illusions;Interactive;Fun","","","","",0
130,"ABBA Voyage","Attraction","Pudding Mill Lane","London","E15 2RU",51.5323,-0.0104,"https://abbavoyage.com","","Varies",4,4.9,120,"Music;Concert;Unique","https://static.dezeen.com/uploads/2021/09/abba-arena-stufish-architecture_dezeen_2364_col_sq.jpg","","","",0
131,"Cutty Sark","Attraction","King William Walk","London","SE10 9HT",51.4828,-0.0096,"https://www.rmg.co.uk/cutty-sark","+44 20 8858 4422","10:00-17:00",3,4.6,60,"Ship;History;Greenwich","","","","",0
132,"O2 Arena","Music Venue","Peninsula Square","London","SE10 0DX",51.503,0.0032,"https://www.theo2.co.uk","+44 20 8463 2000","Varies",3,4.5,180,"Concerts;Entertainment;Dome","","","","",0
133,"Wembley Stadium","Sport Venue","Wembley","London","HA9 0WS",51.556,-0.2796,"https://www.wembleystadium.com","+44 800 169 2007","Varies",3,4.6,180,"Football;Sports;Iconic","","","","",0
134,"Emirates Stadium","Sport Venue","Hornsey Road","London","N7 7AJ",51.5549,-0.1084,"https://www.arsenal.com","+44 20 7619 5000","Varies",3,4.6,120,"Football;Arsenal;Tour","","","","",0
135,"Seven Dials Market","Food","Earlham Street","London","WC2H 9LX",51.5134,-0.1265,"https://www.sevendialsmarket.com","","11:00-22:00",2,4.5,60,"FoodHall;CoventGarden;Lunch","","","","",0
136,"King's College Chapel","Attraction","King's Parade","Cambridge","CB2 1ST",52.2047,0.1165,"https://www.kings.cam.ac.uk/chapel","+44 1223 331100","09:30-15:30",3,4.7,60,"History;Architecture;Iconic","https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/KingsCollegeChapelWest.jpg/800px-KingsCollegeChapelWest.jpg","Masterpiece of English Gothic architecture and home to the famous choir.","","",0
137,"The Fitzwilliam Museum","Museum","Trumpington Street","Cambridge","CB2 1RB",52.2003,0.1197,"https://www.fitzmuseum.cam.ac.uk","+44 1223 332900","10:00-17:00",1,4.7,120,"Art;History;Free","https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Fitzwilliam_Museum_Exterior_2010.jpg/800px-Fitzwilliam_Museum_Exterior_2010.jpg","The art and antiquities museum of the University of Cambridge.","","",0
138,"Cambridge Botanic Garden","Nature","1 Brookside","Cambridge","CB2 1JE",52.1936,0.1287,"https://www.botanic.cam.ac.uk","+44 1223 336265","10:00-18:00",3,4.8,120,"Nature;Gardens;Walk","https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Cambridge_University_Botanic_Garden_Glasshouse.jpg/800px-Cambridge_University_Botanic_Garden_Glasshouse.jpg","Heritage-listed garden maintaining a collection of 8000 plant species.","Cambridge Botanic Garden offers a tranquil escape nestled within the heart of Cambridge. This heritage-listed garden is a remarkable sanctuary, boasting an impressive collection of over 8000 plant species from across the globe. Visitors often find themselves captivated by the diverse range of habitats meticulously recreated, from lush tropical rainforests to arid desert landscapes, providing a truly immersive nature experience. The garden’s layout encourages leisurely exploration, inviting guests to wander along winding paths and discover hidden corners. Many guests come back for the atmosphere, appreciating the serene beauty and the sense of calm it provides. It’s a place where one can easily lose track of time amidst the vibrant greenery and the soothing sounds of nature, making it a rewarding destination for anyone seeking a peaceful walk and a connection with the plant kingdom.","2026-04-19 19:56:07",0
139,"The Eagle","Pub","8 Benet Street","Cambridge","CB2 3QN",52.204,0.1189,"https://www.greeneking-pubs.co.uk","+44 1223 505020","11:00-23:00",2,4.4,60,"History;Pub;DNA","https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/The_Eagle_Pub_Cambridge.jpg/800px-The_Eagle_Pub_Cambridge.jpg","Historic pub where Watson and Crick announced the discovery of DNA.","","",0
140,"The Varsity Hotel & Spa","Hotel","24 Thompsons Lane","Cambridge","CB5 8AQ",52.2109,0.117,"https://www.thevarsityhotel.co.uk","+44 1223 306030","24-Jul",4,4.5,0,"Luxury;Views;Spa","https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Cambridge_Varsity_Hotel.jpg/800px-Cambridge_Varsity_Hotel.jpg","Boutique hotel with a spectacular rooftop bar overlooking the city.","","",0
141,"River Bar Steakhouse","Restaurant","Quayside","Cambridge","CB5 8AQ",52.211,0.1172,"https://riverbarsteakhouse.com","+44 1223 307030","12:00-22:00",3,4.5,90,"Food;Steak;River","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Cambridge_Punting.jpg/800px-Cambridge_Punting.jpg","Premium steakhouse located in a converted warehouse by the river.","","",0
142,"Bodleian Library","Attraction","Broad Street","Oxford","OX1 3BG",51.7539,-1.2551,"https://www.bodleian.ox.ac.uk","+44 1865 277094","09:00-17:00",3,4.8,90,"History;Harry Potter;Books","https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Bodleian_Library_Oxford.jpg/800px-Bodleian_Library_Oxford.jpg","One of the oldest libraries in Europe with over 13 million items.","","",0
143,"Ashmolean Museum","Museum","Beaumont Street","Oxford","OX1 2PH",51.7554,-1.2602,"https://www.ashmolean.org","+44 1865 278000","10:00-17:00",1,4.7,150,"Art;Archaeology;Free","https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Ashmolean_Museum_Entrance.jpg/800px-Ashmolean_Museum_Entrance.jpg","Britain's first public museum, founded in 1683.","","",0
144,"Oxford Castle & Prison","Attraction","44-46 Oxford Castle","Oxford","OX1 1AY",51.7516,-1.2625,"https://www.oxfordcastleandprison.co.uk","+44 1865 260666","10:00-17:30",3,4.4,90,"History;Tours;Views","https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Oxford_Castle_Motte.jpg/800px-Oxford_Castle_Motte.jpg","Partly ruined Norman castle with guided tours of the prison cells.","","",0
145,"The Turf Tavern","Pub","4-5 Bath Place","Oxford","OX1 3SU",51.7547,-1.2536,"https://www.greeneking-pubs.co.uk","+44 1865 243235","11:00-23:00",2,4.5,90,"Hidden Gem;Ale;History","https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Turf_Tavern_Oxford.jpg/800px-Turf_Tavern_Oxford.jpg","Famous hidden pub frequented by literary and political giants.","","",0
146,"The Grand Cafe","Cafe","84 High Street","Oxford","OX1 4BG",51.7523,-1.2518,"https://www.thegrandcafe.co.uk","+44 1865 204463","09:00-18:30",3,4.2,60,"Tea;History;Elegant","https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Grand_Cafe_Oxford.jpg/800px-Grand_Cafe_Oxford.jpg","The site of the first coffee house in England, established in 1650.","","",0
147,"Malmaison Oxford","Hotel","Oxford Castle","Oxford","OX1 1AY",51.7514,-1.2628,"https://www.malmaison.com","+44 1865 689944","24-Jul",4,4.5,0,"Unique;Luxury;Prison","https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Malmaison_Oxford.jpg/800px-Malmaison_Oxford.jpg","Boutique hotel converted from a Victorian prison.","Malmaison Oxford offers a truly unforgettable experience, housed within the remarkably transformed walls of the former Victorian Oxford Prison. This boutique hotel presents a unique blend of luxury and history, seamlessly merging a dramatic past with contemporary comfort. The building’s original architecture, with its imposing stone walls and intriguing corridors, has been meticulously restored and reimagined, creating a setting that is both opulent and undeniably memorable. Visitors often find themselves returning to Malmaison Oxford, drawn by its distinctive atmosphere and the sheer novelty of staying in a space with such a compelling story. The hotel’s careful attention to detail, combined with its sophisticated amenities, ensures a luxurious stay, while the echoes of the prison’s past add a layer of intrigue and fascination to every corner.","2026-04-08 12:39:51",1
148,"The Roman Baths","History","Abbey Church Yard","Bath","BA1 1LZ",51.3809,-2.3595,"https://www.romanbaths.co.uk","+44 1225 477785","09:00-18:00",4,4.7,120,"History;Must-See;Romans","https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Roman_Baths_in_Bath_SPA.jpg/800px-Roman_Baths_in_Bath_SPA.jpg","Well-preserved Roman site for public bathing.","","",0
149,"Bath Abbey","Attraction","Orange Grove","Bath","BA1 1LT",51.3814,-2.3589,"https://www.bathabbey.org","+44 1225 422462","10:00-17:30",2,4.6,45,"Religion;Architecture;Views","https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Bath_Abbey_West_Front.jpg/800px-Bath_Abbey_West_Front.jpg","Parish church known for its fan vaulting and tower tours.","","",0
150,"The Royal Crescent","Attraction","Royal Crescent","Bath","BA1 2LS",51.3872,-2.3686,"https://no1royalcrescent.org.uk","","24-Jul",1,4.7,30,"Architecture;Walk;Bridgerton","https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Royal_Crescent_Bath.jpg/800px-Royal_Crescent_Bath.jpg","A row of 30 terraced houses laid out in a sweeping crescent.","","",0
151,"Thermae Bath Spa","Spa","The Hetling Pump Room","Bath","BA1 1SJ",51.3803,-2.3611,"https://www.thermaebathspa.com","+44 1225 331234","09:00-21:30",4,4.4,120,"Relax;Pool;Views","https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Thermae_Bath_Spa_Rooftop_Pool.jpg/800px-Thermae_Bath_Spa_Rooftop_Pool.jpg","Britain's only natural thermal spa with a rooftop pool.","","",0
153,"The Gainsborough","Hotel","Beau Street","Bath","BA1 1QY",51.38,-2.3605,"https://www.thegainsboroughbathspa.co.uk","+44 1225 358888","24-Jul",4,4.6,0,"Luxury;Spa;Hotel","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Gainsborough_Hotel_Bath.jpg/800px-Gainsborough_Hotel_Bath.jpg","5-star hotel with exclusive access to natural thermal waters.","","",0
154,"Cadbury World","Attraction","Linden Road","Birmingham","B30 1JR",52.4299,-1.9324,"https://www.cadburyworld.co.uk","+44 121 393 6004","09:30-16:30",4,5.0,180,"Family;Chocolate;Fun","https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Cadbury_World_Entrance.jpg/800px-Cadbury_World_Entrance.jpg","Visitor attraction created by the Cadbury chocolate company.","Cadbury World in Birmingham is a truly unique family visitor attraction, born from the heart of the iconic Cadbury chocolate company. It’s a delightful experience designed for all ages, offering a deep dive into the history of chocolate making and, of course, plenty of opportunities to indulge in the sweet stuff. Visitors often find themselves captivated by the interactive exhibits, learning about the journey from cocoa bean to bar and discovering the secrets behind some of the world’s most beloved chocolate creations. The atmosphere throughout Cadbury World is consistently joyful and engaging, creating a memorable day out for the whole family. Many guests come back for the immersive experiences, the playful displays, and the sheer fun of being surrounded by chocolate. It’s a place where children can participate in making their own chocolate buttons and adults can appreciate the legacy of a brand that has delighted taste buds for generations.","2026-04-19 18:14:12",0
